wall time,step,value
1625378167.965998,0,0.2874601483345032
1625378230.087009,1,0.07524409145116806
1625378291.933282,2,0.9859294891357422
1625378353.618493,3,0.6364072561264038
1625378415.267021,4,0.6664475202560425
1625378476.676952,5,0.6304305791854858
1625378537.477046,6,0.601965606212616
1625378598.444567,7,0.5593900680541992
1625378659.612324,8,-0.6160850524902344
1625378720.498702,9,0.7135263085365295
1625378781.662802,10,0.4592644274234772
1625378842.93692,11,0.8363579511642456
1625378903.991839,12,3.331495761871338
1625378965.128633,13,0.46861732006073
1625379025.264261,14,0.6321645975112915
1625379086.130409,15,3.7302985191345215
1625379146.840387,16,-0.8429404497146606
1625379207.754574,17,0.8371412754058838
1625379267.892633,18,0.8373439311981201
1625379330.006763,19,4.53465461730957
1625379391.724144,20,-1.31095290184021
1625379453.421227,21,1.0982235670089722
1625379514.065175,22,0.7634906768798828
1625379574.51015,23,0.5697420835494995
1625379635.310712,24,0.7562327980995178
1625379696.04105,25,0.6548792123794556
1625379757.749564,26,0.4875759482383728
1625379819.316667,27,0.44741520285606384
1625379879.462003,28,0.6475787162780762
1625379940.208114,29,0.47176170349121094
1625380001.073542,30,0.5695736408233643
1625380061.474561,31,0.6838722229003906
1625380122.596588,32,0.5287612676620483
1625380183.216607,33,0.4075588583946228
1625380244.557437,34,0.4835168421268463
1625380304.972189,35,0.9235402941703796
1625380365.98565,36,0.5729486346244812
1625380427.65443,37,0.45440390706062317
1625380489.538434,38,0.7779304385185242
1625380549.880164,39,0.4041709899902344
1625380610.227598,40,0.35130277276039124
1625380671.479655,41,0.5398197174072266
1625380732.555702,42,0.2840685546398163
1625380792.252161,43,0.30240005254745483
1625380853.766896,44,0.38699817657470703
1625380914.646674,45,0.35522615909576416
1625380975.607559,46,0.28734150528907776
1625381036.641472,47,0.2941814959049225
1625381097.15645,48,0.28174492716789246
1625381158.988166,49,0.3076839745044708
1625381219.187033,50,0.3065544366836548
1625381280.049832,51,0.13738490641117096
1625381340.949434,52,0.38843244314193726
1625381401.192341,53,0.29357007145881653
1625381462.132452,54,0.44030237197875977
1625381521.870887,55,0.24117639660835266
1625381582.570266,56,0.15369899570941925
1625381643.299903,57,0.490296334028244
1625381704.624104,58,0.2696090340614319
1625381765.396286,59,0.19817596673965454
1625381825.33128,60,0.38453614711761475
1625381886.477161,61,0.5002789497375488
1625381947.697961,62,0.17397114634513855
1625382008.19455,63,0.4314348101615906
1625382068.735302,64,0.3861244320869446
1625382130.644838,65,0.0559518039226532
1625382191.624677,66,0.15867023169994354
1625382252.710728,67,0.34363943338394165
1625382313.839424,68,0.22744697332382202
1625382375.544063,69,0.203775554895401
1625382436.927554,70,0.08810079097747803
1625382499.387278,71,0.20814305543899536
1625382559.82288,72,0.16840746998786926
1625382620.548832,73,-0.08405394852161407
1625382682.290652,74,0.08847106993198395
1625382743.954052,75,0.12498496472835541
1625382804.812446,76,0.15998271107673645
1625382865.645819,77,0.12876024842262268
1625382927.449071,78,0.21857483685016632
1625382988.248906,79,0.5598344206809998
1625383049.270898,80,0.5781663656234741
1625383110.426477,81,0.7784645557403564
1625383172.243312,82,0.6182342171669006
1625383233.820794,83,0.8012266159057617
1625383294.772296,84,0.8546652793884277
1625383356.624357,85,0.657500147819519
1625383418.312575,86,0.7342031002044678
1625383479.142511,87,0.9144249558448792
1625383541.196528,88,0.7186927795410156
1625383603.49891,89,0.6139711141586304
1625383665.140436,90,0.6279182434082031
1625383726.305439,91,0.7274205684661865
1625383787.184718,92,0.70426344871521
1625383849.013825,93,0.737831711769104
1625383910.247042,94,0.661079466342926
1625383970.891572,95,0.7118861675262451
1625384032.587453,96,0.680991530418396
1625384093.740899,97,0.6114408373832703
1625384155.045385,98,0.608902096748352
1625384216.202337,99,0.6176612973213196
