wall time,step,value
1625378167.966263,0,1.4015305042266846
1625378230.087269,1,2.1907668113708496
1625378291.933557,2,0.4443858563899994
1625378353.618757,3,0.7535927295684814
1625378415.267285,4,0.5529768466949463
1625378476.677218,5,0.6970525979995728
1625378537.477187,6,0.7828240394592285
1625378598.444833,7,0.7572693824768066
1625378659.612531,8,2.4653072357177734
1625378720.498966,9,1.3186464309692383
1625378781.663067,10,0.8806869983673096
1625378842.937182,11,0.4132217764854431
1625378903.992103,12,0.5720095634460449
1625378965.128896,13,0.6477773189544678
1625379025.264529,14,0.7661429047584534
1625379086.130671,15,0.0027055777609348297
1625379146.840683,16,2.986532211303711
1625379207.754841,17,0.38170552253723145
1625379267.892905,18,0.368801087141037
1625379330.00703,19,2.695007801055908
1625379391.72441,20,2.035099744796753
1625379453.421526,21,0.6712729334831238
1625379514.065518,22,1.5104668140411377
1625379574.510418,23,1.1705726385116577
1625379635.310979,24,0.8214795589447021
1625379696.041354,25,0.5271507501602173
1625379757.749824,26,0.773922324180603
1625379819.316931,27,0.8928343653678894
1625379879.46227,28,0.7426185607910156
1625379940.208453,29,0.803004264831543
1625380001.073805,30,0.5871045589447021
1625380061.474831,31,0.6880432367324829
1625380122.596853,32,0.835256040096283
1625380183.216911,33,0.9159521460533142
1625380244.557704,34,0.8618128895759583
1625380304.972451,35,0.7863224148750305
1625380365.985916,36,0.7077354192733765
1625380427.65457,37,1.1931418180465698
1625380489.538735,38,0.5995903611183167
1625380549.880428,39,1.0701310634613037
1625380610.227865,40,1.0795783996582031
1625380671.479918,41,0.6332098841667175
1625380732.555973,42,1.4280128479003906
1625380792.252429,43,1.5403661727905273
1625380853.767037,44,1.1273739337921143
1625380914.646885,45,1.0526893138885498
1625380975.607858,46,1.1527643203735352
1625381036.641746,47,1.6364855766296387
1625381097.156591,48,1.5084781646728516
1625381158.988433,49,0.8845144510269165
1625381219.187369,50,1.480348825454712
1625381280.050096,51,1.765791416168213
1625381340.949702,52,1.4226043224334717
1625381401.192547,53,1.5817394256591797
1625381462.132709,54,1.787302851676941
1625381521.871155,55,1.6269956827163696
1625381582.570539,56,1.6028037071228027
1625381643.300043,57,1.4497827291488647
1625381704.624372,58,1.171419620513916
1625381765.396552,59,1.8174915313720703
1625381825.331561,60,1.6137040853500366
1625381886.477303,61,0.9605700373649597
1625381947.698113,62,1.2200160026550293
1625382008.19477,63,1.872617483139038
1625382068.735564,64,1.4221765995025635
1625382130.645101,65,1.7651346921920776
1625382191.624946,66,1.4556610584259033
1625382252.710994,67,1.7024877071380615
1625382313.839689,68,1.8997037410736084
1625382375.544336,69,2.1374671459198
1625382436.927827,70,1.6450955867767334
1625382499.387421,71,1.3620439767837524
1625382559.823146,72,1.2450711727142334
1625382620.549099,73,2.635711193084717
1625382682.290921,74,1.902385950088501
1625382743.954323,75,2.6268842220306396
1625382804.812711,76,1.729098916053772
1625382865.646116,77,1.658135175704956
1625382927.449376,78,3.508265972137451
1625382988.249172,79,2.2524399757385254
1625383049.271166,80,1.0257946252822876
1625383110.426748,81,0.49273085594177246
1625383172.243574,82,0.9200595617294312
1625383233.821096,83,0.5574671030044556
1625383294.772507,84,0.43376240134239197
1625383356.624636,85,0.5617132186889648
1625383418.312874,86,0.5704092979431152
1625383479.142654,87,0.8612155914306641
1625383541.196795,88,0.6744932532310486
1625383603.49921,89,0.6394011974334717
1625383665.140708,90,0.675358235836029
1625383726.3057,91,0.7404624819755554
1625383787.18486,92,0.5575969815254211
1625383849.013966,93,0.6513576507568359
1625383910.247184,94,0.5641025900840759
1625383970.891779,95,0.47071370482444763
1625384032.58772,96,0.8817879557609558
1625384093.741102,97,0.5455396771430969
1625384155.04565,98,0.7093793153762817
1625384216.202604,99,0.8365581035614014
